NM_MUNICIP,CD_GEOCMU,CONT
PARANAIGUARA,5216304,5503
PARAÚNA,5216403,5504
PEROLÂNDIA,5216452,5505
PETROLINA DE GOIÁS,5216809,5506
PILAR DE GOIÁS,5216908,5507
PIRACANJUBA,5217104,5508
PIRANHAS,5217203,5509
PIRENÓPOLIS,5217302,5510
PIRES DO RIO,5217401,5511
PLANALTINA,5217609,5512
PONTALINA,5217708,5513
PORANGATU,5218003,5514
PORTEIRÃO,5218052,5515
PORTELÂNDIA,5218102,5516
POSSE,5218300,5517
PROFESSOR JAMIL,5218391,5518
QUIRINÓPOLIS,5218508,5519
RIALMA,5218607,5520
RIANÁPOLIS,5218706,5521
RIO QUENTE,5218789,5522
RIO VERDE,5218805,5523
RUBIATABA,5218904,5524
SANCLERLÂNDIA,5219001,5525
SANTA BÁRBARA DE GOIÁS,5219100,5526
SANTA CRUZ DE GOIÁS,5219209,5527
SANTA FÉ DE GOIÁS,5219258,5528
SANTA HELENA DE GOIÁS,5219308,5529
SANTA ISABEL,5219357,5530
SANTA RITA DO ARAGUAIA,5219407,5531
SANTA RITA DO NOVO DESTINO,5219456,5532
SANTA ROSA DE GOIÁS,5219506,5533
SANTA TEREZA DE GOIÁS,5219605,5534
SANTA TEREZINHA DE GOIÁS,5219704,5535
SANTO ANTÔNIO DA BARRA,5219712,5536
SANTO ANTÔNIO DE GOIÁS,5219738,5537
SANTO ANTÔNIO DO DESCOBERTO,5219753,5538
SÃO DOMINGOS,5219803,5539
SÃO FRANCISCO DE GOIÁS,5219902,5540
SÃO JOÃO D'ALIANÇA,5220009,5541
SÃO JOÃO DA PARAÚNA,5220058,5542
SÃO LUÍS DE MONTES BELOS,5220108,5543
SÃO LUIZ DO NORTE,5220157,5544
SÃO MIGUEL DO ARAGUAIA,5220207,5545
SÃO MIGUEL DO PASSA QUATRO,5220264,5546
SÃO PATRÍCIO,5220280,5547
SÃO SIMÃO,5220405,5548
SENADOR CANEDO,5220454,5549
SERRANÓPOLIS,5220504,5550
SILVÂNIA,5220603,5551
SIMOLÂNDIA,5220686,5552
SÍTIO D'ABADIA,5220702,5553
TAQUARAL DE GOIÁS,5221007,5554
TERESINA DE GOIÁS,5221080,5555
TEREZÓPOLIS DE GOIÁS,5221197,5556
TRÊS RANCHOS,5221304,5557
TRINDADE,5221403,5558
TROMBAS,5221452,5559
TURVÂNIA,5221502,5560
TURVELÂNDIA,5221551,5561
UIRAPURU,5221577,5562
URUAÇU,5221601,5563
URUANA,5221700,5564
URUTAÍ,5221809,5565
VALPARAÍSO DE GOIÁS,5221858,5566
VARJÃO,5221908,5567
VIANÓPOLIS,5222005,5568
VICENTINÓPOLIS,5222054,5569
VILA BOA,5222203,5570
VILA PROPÍCIO,5222302,5571
BRASÍLIA,5300108,5572
